KMeans_Cluster,GMM_Cluster,Classification_Label,Life_expectancy
0,0,0,64.3
0,0,0,64.1
1,2,2,74.7
1,2,2,74.6
1,2,2,74.5
1,2,1,74.3
1,2,1,74.2
1,2,1,74.0
1,2,1,73.9
1,2,1,73.8
1,2,1,73.7
1,2,1,73.6
1,0,1,73.6
1,2,1,73.5
1,0,1,73.4
1,2,1,73.3
1,0,1,73.2
1,2,1,73.2
1,1,1,71.1
1,0,2,78.0
1,0,2,77.0
1,0,1,69.9
1,0,1,69.4
1,0,1,68.8
1,0,1,68.5
1,0,1,67.6
1,0,1,67.2
0,0,1,66.7
1,0,1,66.9
1,0,1,67.1
1,0,1,66.6
1,0,1,66.7
1,0,1,67.2
0,0,1,66.6
0,0,0,65.7
0,0,0,65.3
0,0,0,64.9
0,0,0,64.4
0,0,0,64.0
0,0,0,63.6
0,0,0,63.1
0,0,0,62.6
0,1,0,62.1
0,0,0,61.5
0,0,0,61.0
0,1,0,64.0
0,1,0,59.8
0,1,0,59.3
0,0,0,58.7
0,0,0,58.1
1,2,2,74.6
1,2,2,74.4
1,2,1,74.1
1,2,1,73.8
1,2,1,73.6
1,2,1,72.8
1,2,1,72.6
1,2,1,71.9
1,2,2,78.0
1,2,2,75.0
1,2,2,76.0
1,2,1,71.0
1,2,2,78.0
1,2,1,73.0
1,2,1,69.9
1,2,1,71.0
1,0,2,74.9
1,0,2,74.8
1,2,2,74.9
1,0,2,75.0
1,0,2,75.0
1,0,2,74.9
1,0,2,74.7
1,0,2,74.5
0,0,2,74.4
1,2,1,74.1
0,0,1,73.9
0,0,1,73.7
0,0,1,73.5
0,0,1,73.2
0,0,1,73.0
0,0,1,72.7
0,1,0,53.7
0,1,0,52.1
0,1,0,52.1
0,1,0,52.2
0,1,0,52.3
0,1,0,51.1
0,1,0,49.4
0,1,0,47.8
0,1,0,46.2
0,1,0,45.3
0,1,0,44.5
0,1,0,44.8
0,1,0,45.5
0,1,0,46.4
0,1,0,47.8
0,1,0,49.3
0,1,0,61.4
0,0,0,58.1
0,0,0,61.1
0,0,1,67.0
0,0,0,62.0
0,1,0,59.7
0,0,0,59.2
0,0,0,58.6
0,0,0,57.9
0,0,0,56.7
0,0,0,55.3
0,0,0,54.0
0,0,0,50.0
0,0,0,56.0
0,1,0,51.5
0,1,0,51.9
1,0,1,72.7
1,2,1,72.4
1,0,1,72.9
1,2,1,72.9
1,0,1,71.3
1,0,1,72.8
1,2,1,72.7
1,0,1,72.6
1,0,1,72.5
1,0,1,72.2
1,2,1,71.9
1,2,1,71.5
1,0,1,71.3
1,2,1,71.1
1,2,1,71.0
1,0,2,78.0
1,2,1,73.6
1,2,1,73.4
1,2,1,73.0
1,2,1,73.0
1,2,1,72.8
1,2,1,72.4
1,2,1,72.2
1,2,1,71.1
1,2,1,72.0
1,2,2,76.0
1,2,2,78.0
1,2,1,71.6
1,2,1,71.6
1,2,1,71.4
1,2,1,71.2
1,2,1,71.6
1,2,2,82.0
1,2,2,81.7
1,2,2,81.4
1,2,2,81.1
1,2,2,88.0
1,2,2,86.0
1,2,2,83.0
1,2,2,80.0
1,2,2,79.7
1,2,2,79.4
1,2,2,78.8
1,2,2,78.7
1,2,2,78.6
1,2,2,78.3
1,2,2,78.0
1,2,2,77.8
0,1,0,65.5
0,0,0,65.1
0,1,0,64.7
0,1,0,64.3
0,1,0,63.8
0,1,0,63.3
0,1,0,62.8
0,1,0,62.3
0,1,0,61.9
0,1,0,61.4
0,1,1,69.0
0,1,0,64.0
0,1,0,59.9
0,1,0,59.3
0,1,0,58.7
0,1,0,57.9
0,1,0,58.3
0,1,0,57.6
0,1,0,56.7
0,1,0,55.3
0,1,0,54.1
0,1,0,52.9
0,1,0,51.5
0,1,0,50.0
0,1,0,48.5
0,1,0,47.1
0,1,0,46.0
0,1,0,45.1
0,1,0,44.6
0,1,0,44.0
0,1,0,43.5
0,1,0,43.1
1,2,2,75.0
1,0,2,74.8
1,0,2,74.6
1,2,2,74.5
1,2,1,74.3
1,2,1,74.1
1,0,1,74.0
1,2,1,73.8
1,2,1,73.7
0,2,1,73.6
0,2,1,73.4
0,2,1,73.2
0,2,1,73.1
0,2,1,72.9
0,2,1,72.7
0,2,1,72.4
0,0,2,78.5
1,0,2,78.2
0,0,2,77.9
0,0,2,77.6
0,0,2,77.3
0,0,2,76.7
0,0,2,76.3
0,0,2,75.9
0,0,2,75.4
0,0,2,75.0
0,1,1,74.3
0,0,1,73.4
0,0,1,72.7
0,1,1,71.8
0,0,2,78.0
0,0,1,69.6
0,1,0,58.2
0,1,0,57.8
0,1,0,57.3
0,1,0,57.2
0,1,0,56.8
0,1,0,56.5
0,1,0,56.0
0,1,0,55.5
0,1,0,55.0
0,1,0,54.3
0,1,0,53.6
0,1,0,52.8
0,1,0,52.0
0,1,0,51.2
0,1,0,55.0
0,1,0,49.8
1,2,2,81.7
1,2,2,81.4
1,2,2,81.1
1,2,2,81.0
1,2,2,87.0
1,2,2,83.0
1,2,2,82.0
1,2,2,80.0
1,2,2,79.6
1,2,2,79.3
1,2,2,79.0
1,2,2,78.7
1,2,2,78.5
1,2,2,78.2
1,2,2,77.8
1,2,2,77.5
1,0,1,69.22493169398908
0,0,0,63.1
0,0,0,63.0
0,0,0,62.7
0,0,0,62.5
0,0,0,62.2
0,1,0,62.0
0,0,0,61.7
0,0,0,61.4
0,0,0,61.2
0,0,1,69.0
0,0,0,66.0
0,1,0,64.0
0,1,0,63.0
0,1,0,62.0
0,1,0,61.0
0,0,0,60.0
1,0,2,74.6
1,0,1,74.2
1,0,1,74.1
1,0,1,73.9
1,0,1,73.6
1,0,1,73.3
1,0,1,72.8
1,0,1,72.7
1,0,1,72.9
1,0,1,71.8
1,0,1,72.1
1,0,1,71.9
1,2,1,71.5
0,0,1,71.5
0,0,1,71.5
0,0,1,71.0
1,0,2,76.7
1,0,2,76.6
1,1,2,76.6
1,0,2,76.3
1,0,2,76.1
1,1,2,75.6
1,0,2,75.7
1,0,2,75.6
1,1,2,76.0
1,0,2,75.8
1,0,2,75.3
1,0,2,75.4
1,1,2,75.0
1,1,2,75.0
1,1,2,75.0
1,1,2,74.8
1,0,1,69.4
1,0,1,69.4
1,0,1,69.2
1,0,1,69.0
1,0,1,68.9
1,0,1,68.7
1,0,1,68.5
1,0,1,68.4
1,0,1,68.2
1,0,1,68.0
1,0,1,67.9
1,0,1,67.7
1,0,1,67.5
1,0,0,66.2
1,0,1,67.2
0,0,1,67.0
1,0,1,69.22493169398908
1,1,1,68.8
1,0,1,68.4
1,0,1,68.1
1,0,1,67.8
1,0,1,67.3
1,0,0,66.3
1,0,1,66.9
1,0,1,67.4
1,0,0,65.9
1,0,0,65.0
1,0,0,64.5
1,0,0,64.0
0,0,0,64.0
1,2,0,63.8
0,1,0,63.2
0,2,0,62.8
1,0,2,76.1
1,0,2,75.9
1,0,2,75.8
1,0,2,75.6
1,0,2,75.4
1,0,2,75.3
1,0,2,75.0
1,0,2,74.6
1,0,1,74.2
0,0,1,73.8
1,0,1,73.6
1,0,1,73.5
0,0,1,73.5
0,0,1,73.4
0,0,1,73.3
0,0,1,73.0
1,0,1,74.3
1,0,1,74.1
1,2,1,73.9
1,2,1,73.6
1,2,1,73.3
1,2,1,72.8
1,2,1,72.3
1,2,1,71.8
0,2,1,71.4
1,2,1,71.0
0,0,2,77.0
0,2,1,72.0
0,1,1,69.9
0,2,1,69.5
0,2,1,69.0
0,2,1,68.6
0,1,0,57.6
0,1,0,56.7
0,1,0,55.3
0,1,0,54.8
0,1,0,54.3
0,1,0,54.0
0,1,0,53.8
0,1,0,53.2
0,1,0,52.1
0,1,0,51.2
0,1,0,58.0
0,1,0,54.0
0,1,0,51.0
0,1,0,49.8
0,1,0,49.5
0,1,0,49.0
0,1,1,66.6
0,1,0,66.4
0,1,0,66.2
0,1,0,65.9
0,1,0,65.6
0,1,0,65.4
0,1,0,65.2
0,1,0,59.2
0,1,0,64.5
0,1,0,64.2
0,1,0,63.9
0,1,0,63.5
0,1,0,63.2
0,1,0,62.8
0,1,0,62.5
0,1,0,62.1
0,0,0,65.8
0,0,0,65.9
0,1,0,66.1
0,0,0,65.8
0,0,0,64.3
1,1,0,63.0
1,1,0,62.4
0,1,0,61.7
0,1,0,60.0
0,1,0,57.0
0,1,0,55.1
0,1,0,54.7
0,1,0,55.0
0,1,0,55.7
0,1,0,56.5
0,1,0,57.4
1,0,1,69.22493169398908
0,1,1,69.2
0,1,1,69.6
0,1,1,69.3
0,1,1,68.9
0,1,1,68.4
0,0,1,68.0
0,0,1,67.5
0,1,1,67.0
0,1,1,66.6
0,1,0,66.0
0,1,0,65.4
0,1,0,64.7
0,1,0,64.3
0,1,0,63.1
0,1,0,63.2
0,1,0,62.5
1,2,2,81.9
1,2,2,81.7
1,2,2,81.4
1,2,2,81.1
1,2,2,81.1
1,2,2,88.0
1,2,2,86.0
1,2,2,83.0
1,2,2,82.0
1,2,2,79.8
1,2,2,79.4
1,2,2,79.2
1,2,2,78.7
1,2,2,78.4
1,2,2,78.3
1,2,2,78.1
1,2,2,81.6
1,2,2,81.5
1,2,2,81.3
1,2,2,81.1
1,2,2,86.0
1,2,2,89.0
1,2,2,85.0
1,2,2,81.0
1,2,2,81.0
1,2,2,79.9
1,2,2,79.9
1,2,2,79.2
1,2,2,79.1
1,2,2,78.7
1,2,2,78.5
1,2,2,78.6
1,0,2,74.8
1,0,2,74.5
1,0,1,73.9
1,0,1,73.9
1,0,2,74.5
1,0,1,73.2
1,0,1,73.2
1,0,1,72.5
1,0,1,72.5
1,0,1,73.0
1,0,1,71.2
0,0,1,71.0
1,0,2,76.0
1,0,2,75.0
1,0,1,73.0
1,0,1,73.0
0,1,0,61.8
0,1,0,61.4
0,1,1,69.0
0,1,0,63.0
0,1,0,59.4
0,1,0,58.2
0,1,0,57.1
0,1,0,56.0
0,1,0,55.2
0,1,0,54.5
0,1,0,53.7
0,1,0,52.9
0,1,0,52.1
0,1,0,51.4
0,1,0,56.0
0,1,0,50.0
0,1,0,54.5
0,1,0,53.6
0,1,0,53.2
0,1,0,52.7
0,1,0,52.3
0,1,0,52.0
0,1,0,51.6
0,1,0,59.0
0,1,0,55.0
0,1,0,49.8
2,1,0,49.2
0,1,0,48.5
2,1,0,48.1
0,1,0,47.7
2,1,0,47.4
2,1,0,47.1
1,0,1,69.22493169398908
1,2,2,81.8
1,2,2,81.6
1,2,2,81.5
1,2,2,81.3
1,2,2,81.1
1,2,2,81.0
1,2,2,89.0
1,2,2,86.0
1,2,2,85.0
1,2,2,84.0
1,2,2,81.0
1,2,2,79.8
1,2,2,79.4
1,2,2,78.9
1,2,2,78.8
1,2,2,78.5
1,2,2,76.6
1,0,2,76.4
1,2,2,76.2
1,2,2,76.0
1,0,2,75.8
1,0,2,75.6
1,2,2,75.4
1,0,2,75.2
0,0,2,74.9
0,0,2,74.7
1,0,1,74.3
1,0,1,74.0
1,0,1,73.6
1,0,1,73.3
1,0,1,72.9
0,0,1,72.6
0,1,0,66.4
0,1,0,66.2
0,1,0,66.0
0,1,0,65.7
0,1,0,65.5
0,1,0,65.1
0,1,0,64.8
0,1,0,64.6
0,1,0,64.4
0,1,0,64.2
0,1,0,62.9
0,1,0,63.7
0,1,0,63.5
0,1,0,63.2
0,1,0,63.0
0,1,0,62.8
1,0,1,69.22493169398908
1,0,2,77.8
0,0,2,77.6
1,0,2,77.5
1,0,2,77.2
1,0,2,77.3
1,0,2,76.5
1,0,2,76.8
1,0,2,76.5
1,0,2,76.4
1,0,2,76.2
1,0,2,75.8
1,0,2,75.8
1,0,2,75.5
1,0,2,75.7
1,0,2,75.5
1,0,2,75.7
1,0,0,62.9
0,1,0,62.7
0,0,0,62.4
0,0,0,62.2
0,0,0,62.0
0,0,0,61.8
0,0,0,61.6
0,0,0,61.4
0,0,0,61.1
0,0,1,68.0
0,1,0,64.0
0,1,0,59.9
0,1,0,59.6
0,1,0,59.3
0,1,0,59.1
0,1,0,58.9
1,0,1,74.0
1,0,1,73.9
1,0,1,73.8
1,0,1,73.6
1,0,1,73.4
1,0,1,73.2
1,0,1,73.0
1,0,1,72.7
1,0,1,72.5
1,0,1,72.3
1,0,1,72.1
1,0,1,71.9
1,0,1,71.7
1,0,1,71.5
1,0,1,71.2
1,0,2,79.0
1,0,2,75.5
1,0,2,75.3
1,0,2,75.3
1,0,2,74.9
1,0,2,74.5
1,0,1,73.7
1,0,1,73.8
1,0,1,73.9
1,0,1,74.0
1,0,1,74.2
1,0,1,72.8
1,0,1,72.2
1,0,1,72.1
1,0,1,72.6
0,0,1,72.4
1,0,1,71.4
0,1,1,68.5
0,1,1,68.4
0,1,1,68.1
0,1,1,68.1
0,1,1,68.0
0,1,1,67.9
0,1,1,68.0
0,1,1,67.5
0,1,1,67.5
0,1,1,67.3
0,1,1,67.0
0,1,1,67.3
0,1,1,67.2
0,1,1,66.8
0,1,1,66.8
0,1,1,66.8
1,2,2,77.5
1,2,2,77.3
1,2,2,77.1
1,2,2,76.8
1,2,2,76.7
1,2,2,76.3
1,2,2,75.7
1,2,2,75.5
1,2,2,75.3
1,2,2,75.2
1,2,2,75.0
1,2,2,74.9
1,2,2,74.7
1,2,2,74.5
1,2,1,74.2
1,2,1,73.7
1,2,2,81.1
1,2,2,89.0
1,2,2,86.0
1,2,2,83.0
1,2,2,82.0
1,2,2,79.6
1,2,2,79.3
1,2,2,79.0
1,2,2,78.7
1,2,2,78.5
1,2,2,77.7
1,2,2,78.0
1,2,2,77.3
1,2,2,77.2
1,2,2,76.9
1,2,2,76.6
1,2,2,78.2
1,2,2,78.1
1,0,2,77.9
1,2,2,77.8
1,2,2,77.5
1,2,2,77.3
1,2,2,77.0
1,2,2,76.8
1,2,2,76.7
1,0,2,76.6
1,2,2,76.6
1,2,2,76.6
1,2,2,76.5
1,0,2,76.4
1,0,2,76.3
1,0,2,76.2
1,0,2,82.3
1,2,2,82.0
1,0,2,81.7
1,0,2,81.2
1,0,2,81.1
1,0,2,87.0
1,0,2,86.0
1,0,2,83.0
1,0,2,79.8
1,0,2,79.4
1,0,2,78.7
1,0,2,78.2
1,0,2,77.6
1,0,2,77.1
1,1,2,76.7
1,1,2,76.0
1,0,1,72.1
1,0,1,71.8
1,0,1,71.7
1,0,2,79.0
1,0,2,77.0
0,0,1,68.8
1,0,1,69.0
1,0,1,68.9
1,0,1,68.3
1,0,1,68.0
1,0,1,67.3
1,0,1,68.0
1,0,1,67.6
1,2,1,67.5
1,2,1,67.6
1,2,1,67.1
1,2,2,75.0
1,2,2,74.8
1,2,2,74.6
1,2,2,74.4
1,2,1,74.3
1,2,1,73.4
1,2,1,73.1
1,2,1,73.1
1,2,1,72.9
1,2,1,72.5
1,2,1,71.9
1,2,1,71.7
1,2,1,71.1
1,2,2,77.0
1,2,2,78.0
1,2,2,77.0
1,2,2,75.0
1,1,1,73.0
1,1,1,70.0
1,1,1,69.6
1,1,1,69.4
1,1,1,68.4
1,1,1,68.2
1,0,1,67.5
1,0,1,67.3
1,1,0,66.4
1,1,0,65.0
1,1,0,64.9
1,1,0,64.6
1,1,0,64.8
1,1,0,65.1
1,1,0,65.0
0,0,0,66.1
0,0,0,65.7
0,0,0,65.2
0,0,0,64.6
0,0,0,63.8
1,0,0,62.8
0,0,0,61.0
0,1,1,68.0
0,1,0,59.6
0,1,0,57.6
0,1,0,55.3
0,1,0,53.4
0,1,0,52.0
0,1,0,57.0
0,1,0,48.6
0,1,0,48.3
1,0,1,69.22493169398908
1,0,2,75.2
1,0,2,75.0
1,0,2,74.8
1,0,2,74.7
1,0,2,74.6
1,0,1,74.2
1,0,1,74.3
1,0,1,74.1
1,0,1,73.9
1,0,1,73.5
1,0,1,73.1
1,0,1,72.6
1,0,1,72.2
0,0,1,72.0
1,0,1,71.8
0,0,1,71.6
1,0,1,73.2
1,0,1,73.1
1,0,1,72.7
1,0,1,72.8
1,0,1,72.7
1,0,1,72.5
1,0,1,72.3
1,0,1,72.1
1,0,1,71.9
1,0,1,71.7
1,0,1,71.4
1,0,1,71.2
1,0,1,71.0
1,0,2,79.0
1,0,2,79.0
0,0,2,79.0
1,0,1,74.0
1,0,1,73.8
1,0,1,73.6
1,0,1,73.2
1,0,1,73.0
1,0,1,72.6
1,0,2,76.0
1,0,1,72.5
0,0,1,72.2
0,0,1,72.0
1,0,1,71.6
1,0,1,71.4
1,0,2,79.0
1,0,2,76.0
1,0,2,75.0
1,0,1,72.0
1,0,1,69.22493169398908
1,0,1,67.5
0,0,1,67.3
1,0,1,67.1
0,0,1,66.9
0,0,1,66.6
1,0,0,66.2
1,0,0,65.8
0,0,0,65.4
0,0,0,65.1
0,0,0,64.7
0,0,0,64.3
0,0,0,63.8
0,0,0,63.4
0,0,0,63.1
0,0,0,62.8
0,0,0,62.6
1,0,2,74.5
1,2,2,74.4
1,2,1,74.3
1,0,1,74.1
1,2,1,73.9
1,2,1,73.7
1,0,1,73.4
1,0,1,73.3
1,2,1,73.2
1,2,1,73.2
1,2,1,73.1
1,2,1,73.1
1,2,1,73.0
1,2,1,72.9
1,0,1,72.8
1,0,1,72.6
0,0,1,66.7
0,0,0,66.4
0,0,0,66.0
0,1,0,65.6
0,1,0,64.9
0,1,0,64.3
0,1,0,63.5
0,1,0,62.8
0,1,0,62.1
0,1,0,61.3
0,1,0,65.0
0,1,0,59.7
0,1,0,59.0
0,1,0,58.4
0,1,0,57.9
0,1,0,57.5
1,2,2,75.6
1,0,2,75.4
1,0,2,75.3
1,0,2,74.9
1,2,2,74.6
1,0,2,74.4
1,0,1,74.1
1,0,1,74.0
1,0,1,73.8
1,0,1,73.6
1,0,1,73.0
1,0,1,73.0
1,0,1,73.0
1,0,1,72.9
1,0,1,73.1
1,0,1,72.6
1,0,1,73.2
1,0,1,73.0
1,0,1,72.9
1,0,1,72.7
1,0,1,72.6
1,0,1,72.4
1,0,1,72.3
1,0,1,72.2
1,0,1,72.2
1,0,1,72.2
1,0,1,72.2
1,0,1,72.1
1,0,1,72.1
1,0,1,72.1
1,0,1,72.0
0,0,1,71.8
0,1,0,51.0
0,1,0,48.1
0,1,0,54.0
0,1,0,49.7
0,1,0,48.9
0,1,0,48.1
0,1,0,47.1
0,1,0,46.2
0,1,0,45.3
0,1,0,44.3
0,1,0,43.3
0,1,0,42.3
0,1,0,41.5
0,1,0,48.0
0,1,0,41.0
0,1,0,39.0
1,2,2,83.1
1,2,2,82.9
1,2,2,82.7
1,2,2,82.5
1,2,2,82.2
1,2,2,82.0
1,2,2,81.7
1,2,2,81.4
1,2,2,81.1
1,2,2,87.0
1,2,2,82.0
1,2,2,79.7
1,2,2,79.3
1,2,2,79.0
1,2,2,78.7
1,2,2,78.3
1,2,2,76.7
1,2,2,76.4
1,2,2,76.1
1,2,2,75.8
1,2,2,75.6
1,2,2,75.1
1,2,2,75.0
1,2,2,74.7
1,2,2,74.4
1,2,1,74.3
1,2,1,74.0
1,2,1,74.1
1,2,1,73.8
1,2,1,73.7
1,2,1,73.3
1,2,1,73.0
1,2,2,88.0
1,2,2,87.0
1,2,2,85.0
1,2,2,82.0
1,2,2,79.8
1,2,2,79.5
1,2,2,79.1
1,2,2,78.9
1,2,2,78.3
1,2,2,78.1
1,2,2,77.5
1,2,2,77.2
1,2,2,76.5
1,2,2,76.6
1,2,2,76.2
1,2,2,76.0
1,0,1,69.2
1,0,1,68.8
1,0,1,68.8
1,0,1,68.7
1,0,1,68.5
0,0,1,68.3
1,0,1,68.1
1,0,1,68.0
0,0,1,67.6
1,0,1,67.6
0,0,1,67.4
0,0,1,67.1
0,0,1,66.8
0,0,1,66.5
0,0,0,66.2
0,0,0,65.8
0,1,0,55.0
0,1,0,54.3
0,1,0,54.2
0,1,0,53.1
0,1,0,53.1
0,1,0,52.4
0,1,0,52.2
0,1,0,51.9
0,1,0,51.5
0,1,0,51.5
0,1,0,51.6
0,1,0,51.2
0,1,0,51.1
0,1,0,58.0
0,1,0,57.0
0,1,0,55.0
0,1,0,62.9
0,1,0,62.0
0,1,1,69.0
1,1,0,59.2
0,1,0,58.9
0,1,0,58.0
0,1,0,56.5
0,1,0,55.3
0,1,0,54.5
0,1,0,54.0
0,1,0,53.8
0,1,0,53.7
0,1,0,54.0
0,1,0,54.9
0,1,0,56.0
0,1,0,57.3
0,1,0,57.3
0,1,0,56.6
0,1,0,56.4
0,1,0,56.0
0,1,0,55.4
0,1,0,55.0
0,1,0,54.3
0,1,0,53.6
0,1,0,53.1
0,1,0,52.5
0,1,0,51.9
0,1,0,51.4
0,1,0,58.0
0,1,0,52.0
0,1,0,49.6
0,1,0,48.9
1,2,2,82.8
1,2,2,82.6
1,2,2,82.4
1,2,2,82.0
1,2,2,82.1
1,2,2,81.9
1,2,2,81.6
1,2,2,81.3
1,2,2,89.0
1,2,2,88.0
1,2,2,81.0
1,2,2,81.0
1,2,2,79.4
1,2,2,79.5
1,2,2,79.4
1,2,2,79.1
0,1,2,74.9
0,1,2,74.7
0,1,2,74.6
0,0,2,74.5
0,0,2,74.5
0,0,2,74.5
0,0,1,71.8
0,0,1,72.3
0,0,1,73.7
0,0,1,73.8
0,0,1,74.2
0,0,1,69.1
0,0,1,73.9
0,0,1,73.7
0,0,1,72.7
0,1,1,71.5
0,1,0,64.1
0,1,0,63.8
0,1,0,63.5
0,1,0,63.2
0,1,0,62.7
0,1,0,62.5
0,1,0,62.0
0,1,0,61.8
0,1,0,61.4
0,1,0,61.0
0,1,1,67.0
0,1,0,59.7
0,1,0,59.6
0,1,0,59.4
0,1,0,58.9
0,1,0,58.6
1,0,1,71.6
1,0,1,71.4
1,0,1,71.2
1,0,1,71.3
1,0,2,76.0
1,0,1,73.0
1,0,1,70.0
1,0,1,69.8
1,0,1,69.5
1,0,1,69.3
1,0,1,68.9
0,0,1,68.3
0,0,1,68.0
0,0,1,67.9
0,0,1,67.7
0,0,1,67.4
0,1,0,58.9
0,1,0,58.4
0,1,0,57.6
0,1,0,56.5
0,1,0,55.0
0,1,0,53.6
0,1,0,52.6
0,1,0,51.4
0,1,0,50.0
0,1,0,47.8
0,1,0,46.0
0,1,0,45.6
0,1,0,45.9
0,1,0,46.4
0,1,0,47.1
0,1,0,48.4
1,2,2,82.4
1,2,2,82.3
1,2,2,81.9
1,2,2,81.7
1,2,2,81.7
1,2,2,81.5
1,2,2,81.4
1,2,2,81.1
1,2,2,89.0
1,2,2,88.0
1,2,2,85.0
1,2,2,83.0
1,2,2,82.0
1,2,2,79.9
1,2,2,79.8
1,2,2,79.6
1,2,2,83.4
1,2,2,83.2
1,2,2,83.0
1,2,2,82.7
1,2,2,82.6
1,2,2,82.3
1,2,2,82.1
1,2,2,82.0
1,2,2,81.7
1,2,2,81.5
1,2,2,81.1
1,2,2,81.0
1,2,2,85.0
1,2,2,84.0
1,2,2,82.0
1,2,2,79.7
0,0,0,64.5
0,1,0,64.4
0,1,0,63.6
0,0,0,62.8
0,0,1,71.7
0,0,1,73.7
0,0,1,73.8
0,0,1,73.8
0,0,1,73.8
0,1,1,73.7
0,0,1,73.5
0,0,1,73.2
0,2,1,73.0
0,2,1,72.8
0,0,1,72.7
0,0,1,72.6
1,0,1,69.7
1,0,1,69.6
1,0,1,69.3
1,0,1,68.8
1,0,1,68.1
1,0,1,67.3
1,0,1,66.7
0,0,0,66.4
0,0,0,66.1
0,0,0,65.9
0,0,0,65.5
0,0,0,65.9
0,1,0,65.2
0,1,0,64.3
0,0,0,64.0
0,0,0,63.7
1,0,2,74.9
1,2,2,74.6
1,2,2,74.5
1,2,1,74.3
1,1,1,74.1
1,1,1,73.9
1,1,1,73.7
1,1,1,73.5
0,1,1,73.3
0,1,1,73.0
0,1,1,72.5
0,1,1,71.6
0,1,1,71.7
0,1,1,71.4
0,1,1,71.2
0,1,1,71.1
1,0,2,75.7
1,0,2,75.5
1,0,2,75.3
1,0,2,75.1
1,2,2,74.9
1,0,2,74.7
1,0,2,74.4
1,0,1,74.2
1,0,1,73.5
1,0,1,73.7
1,0,1,73.6
1,0,1,73.5
1,0,1,73.2
1,0,1,72.8
0,0,1,73.1
0,0,1,72.6
0,1,1,68.3
0,1,1,68.0
0,0,1,67.7
0,0,1,67.4
0,1,1,67.2
0,0,1,66.9
0,0,1,66.6
0,0,0,66.2
0,0,0,65.8
0,0,0,64.9
0,0,0,63.7
0,0,0,62.3
0,0,0,61.0
0,0,0,62.0
0,0,0,59.4
0,0,0,58.7
0,0,0,59.9
0,1,0,59.7
0,1,0,59.4
0,0,0,58.9
0,0,0,58.3
0,0,0,57.4
0,1,0,56.7
0,0,0,56.2
0,0,0,55.9
0,0,0,55.7
0,0,0,55.0
0,0,0,54.9
0,0,0,54.7
0,1,0,54.7
0,1,0,54.6
0,1,0,54.6
1,0,1,73.5
1,0,1,73.3
1,0,1,73.2
1,0,1,73.0
1,0,1,72.9
1,0,1,72.8
1,0,1,72.5
1,0,1,72.6
1,0,1,72.5
1,0,1,72.4
1,0,1,72.3
1,0,1,72.2
1,0,1,72.0
1,0,1,71.9
1,0,1,71.8
1,0,1,71.6
1,0,1,71.2
1,0,1,71.1
1,0,1,71.0
1,0,2,78.0
0,0,2,76.0
0,0,1,74.0
0,0,1,71.0
0,0,1,69.9
0,0,1,69.7
1,0,1,69.6
1,0,1,69.5
1,0,1,69.4
1,0,1,69.3
0,0,1,69.2
0,0,1,69.1
0,0,1,69.1
1,0,2,75.3
1,0,2,75.1
1,0,2,74.9
1,0,2,74.9
1,0,2,74.8
1,0,2,74.8
1,0,2,74.7
1,0,2,74.7
1,0,2,74.6
1,0,2,74.4
1,0,1,74.2
1,0,1,74.0
1,0,1,73.7
1,0,1,73.5
1,0,1,73.2
1,0,1,72.9
1,2,2,75.8
1,2,2,75.5
1,2,2,75.2
1,2,2,74.8
1,0,2,74.5
1,2,1,74.2
1,2,1,73.9
1,0,1,73.5
1,2,1,73.2
0,0,1,72.8
0,1,1,72.4
1,1,1,72.0
0,1,1,71.6
0,1,1,71.2
1,1,2,78.0
0,1,1,74.0
1,0,0,66.3
1,0,0,66.0
1,0,0,65.4
1,0,0,65.6
1,0,0,65.6
0,0,0,65.8
0,0,0,65.6
0,0,0,64.5
0,0,0,64.1
0,0,0,63.7
0,0,0,63.3
0,0,0,63.5
0,0,0,63.4
0,0,0,63.3
0,0,0,64.0
0,0,0,63.8
0,0,1,69.22493169398908
0,1,0,62.3
0,1,0,61.5
0,1,1,67.0
0,1,0,60.0
0,1,0,59.3
0,1,0,58.4
0,1,0,57.5
0,1,0,56.3
0,1,0,55.5
0,1,0,54.9
0,1,0,53.2
0,1,0,51.3
0,1,0,51.0
0,1,0,48.8
0,1,0,47.7
0,1,0,46.6
1,0,1,71.3
0,1,2,78.0
1,0,1,71.0
1,1,2,77.0
1,1,2,75.0
1,0,1,69.8
1,0,1,69.2
1,0,1,67.7
1,1,1,67.5
1,1,1,67.7
1,1,1,67.0
1,0,1,67.4
1,0,1,67.6
1,1,1,67.6
1,1,1,67.7
1,1,1,67.5
1,2,2,77.1
1,2,2,76.9
1,0,2,76.7
1,2,2,76.5
1,0,2,76.3
1,0,2,76.2
1,0,2,76.0
1,2,2,75.8
1,2,2,75.6
1,2,2,75.4
1,2,2,75.3
1,2,2,75.1
1,0,2,74.9
1,2,2,74.7
1,0,2,74.5
1,0,1,74.2
1,2,2,81.2
1,2,2,81.0
1,2,2,87.0
1,2,2,86.0
1,2,2,86.0
1,2,2,82.0
1,2,2,81.0
1,2,2,79.6
1,2,2,79.5
1,2,2,79.3
1,2,2,79.0
1,2,2,78.8
1,2,2,78.3
1,2,2,78.2
1,2,2,78.0
1,2,2,77.8
0,1,0,61.8
1,1,1,67.0
0,1,0,59.7
0,1,0,58.6
0,1,0,58.3
0,1,0,57.5
0,1,0,56.9
